,RegionA,suicide_rate_reg_female
0,中国,9.270887109996957
1,九州,9.810292000977483
2,北海道,13.308099918809711
3,北関東,10.736178754717782
4,北陸,10.002368982127345
5,南関東,11.118258820219967
6,四国,9.504466591037543
7,東北,11.73392514574817
8,東海,10.72914986118009
9,沖縄,7.044977529180164
10,近畿,10.725218317101973
